Metric,Value
Original Accuracy,1.0
Final Accuracy,1.0
Accuracy Drop,0.0
Initial ASR,0.49107142857142855
Final ASR,0.49107142857142855
ASR Improvement,0.0
Bits Flipped,1.0
Execution Time (s),171.75743508338928
